sprint_norris,sprint_piastri,sprint_verstappen,corrida_norris,corrida_piastri,corrida_verstappen,pts_norris,pts_piastri,pts_verstappen,tipo_empate,pilotos_empatados
4,6,3,9,3,1,397,384,397,duplo,Norris & Verstappen
4,6,3,9,4,1,397,381,397,duplo,Norris & Verstappen
4,6,3,9,5,1,397,379,397,duplo,Norris & Verstappen
4,6,3,9,6,1,397,377,397,duplo,Norris & Verstappen
4,6,3,9,7,1,397,375,397,duplo,Norris & Verstappen
4,6,3,9,8,1,397,373,397,duplo,Norris & Verstappen
4,6,3,9,10,1,397,370,397,duplo,Norris & Verstappen
4,6,3,9,99,1,397,369,397,duplo,Norris & Verstappen
4,6,5,99,2,1,395,387,395,duplo,Norris & Verstappen
4,6,5,99,3,1,395,384,395,duplo,Norris & Verstappen
4,6,5,99,4,1,395,381,395,duplo,Norris & Verstappen
4,6,5,99,5,1,395,379,395,duplo,Norris & Verstappen
4,6,5,99,6,1,395,377,395,duplo,Norris & Verstappen
4,6,5,99,7,1,395,375,395,duplo,Norris & Verstappen
4,6,5,99,8,1,395,373,395,duplo,Norris & Verstappen
4,6,5,99,9,1,395,371,395,duplo,Norris & Verstappen
4,6,5,99,10,1,395,370,395,duplo,Norris & Verstappen
4,6,5,99,99,1,395,369,395,duplo,Norris & Verstappen
4,7,1,8,2,1,399,386,399,duplo,Norris & Verstappen
4,7,1,8,3,1,399,383,399,duplo,Norris & Verstappen
4,7,1,8,4,1,399,380,399,duplo,Norris & Verstappen
4,7,1,8,5,1,399,378,399,duplo,Norris & Verstappen
4,7,1,8,6,1,399,376,399,duplo,Norris & Verstappen
4,7,1,8,7,1,399,374,399,duplo,Norris & Verstappen
4,7,1,8,9,1,399,370,399,duplo,Norris & Verstappen
4,7,1,8,10,1,399,369,399,duplo,Norris & Verstappen
4,7,1,8,99,1,399,368,399,duplo,Norris & Verstappen
4,7,3,9,2,1,397,386,397,duplo,Norris & Verstappen
4,7,3,9,3,1,397,383,397,duplo,Norris & Verstappen
4,7,3,9,4,1,397,380,397,duplo,Norris & Verstappen
4,7,3,9,5,1,397,378,397,duplo,Norris & Verstappen
4,7,3,9,6,1,397,376,397,duplo,Norris & Verstappen
4,7,3,9,7,1,397,374,397,duplo,Norris & Verstappen
4,7,3,9,8,1,397,372,397,duplo,Norris & Verstappen
4,7,3,9,10,1,397,369,397,duplo,Norris & Verstappen
4,7,3,9,99,1,397,368,397,duplo,Norris & Verstappen
4,7,5,99,2,1,395,386,395,duplo,Norris & Verstappen
4,7,5,99,3,1,395,383,395,duplo,Norris & Verstappen
4,7,5,99,4,1,395,380,395,duplo,Norris & Verstappen
4,7,5,99,5,1,395,378,395,duplo,Norris & Verstappen
4,7,5,99,6,1,395,376,395,duplo,Norris & Verstappen
4,7,5,99,7,1,395,374,395,duplo,Norris & Verstappen
4,7,5,99,8,1,395,372,395,duplo,Norris & Verstappen
4,7,5,99,9,1,395,370,395,duplo,Norris & Verstappen
4,7,5,99,10,1,395,369,395,duplo,Norris & Verstappen
4,7,5,99,99,1,395,368,395,duplo,Norris & Verstappen
4,8,1,8,2,1,399,385,399,duplo,Norris & Verstappen
4,8,1,8,3,1,399,382,399,duplo,Norris & Verstappen
4,8,1,8,4,1,399,379,399,duplo,Norris & Verstappen
4,8,1,8,5,1,399,377,399,duplo,Norris & Verstappen
4,8,1,8,6,1,399,375,399,duplo,Norris & Verstappen
4,8,1,8,7,1,399,373,399,duplo,Norris & Verstappen
4,8,1,8,9,1,399,369,399,duplo,Norris & Verstappen
4,8,1,8,10,1,399,368,399,duplo,Norris & Verstappen
4,8,1,8,99,1,399,367,399,duplo,Norris & Verstappen
4,8,3,9,2,1,397,385,397,duplo,Norris & Verstappen
4,8,3,9,3,1,397,382,397,duplo,Norris & Verstappen
4,8,3,9,4,1,397,379,397,duplo,Norris & Verstappen
4,8,3,9,5,1,397,377,397,duplo,Norris & Verstappen
4,8,3,9,6,1,397,375,397,duplo,Norris & Verstappen
4,8,3,9,7,1,397,373,397,duplo,Norris & Verstappen
4,8,3,9,8,1,397,371,397,duplo,Norris & Verstappen
4,8,3,9,10,1,397,368,397,duplo,Norris & Verstappen
4,8,3,9,99,1,397,367,397,duplo,Norris & Verstappen
4,8,5,99,2,1,395,385,395,duplo,Norris & Verstappen
4,8,5,99,3,1,395,382,395,duplo,Norris & Verstappen
4,8,5,99,4,1,395,379,395,duplo,Norris & Verstappen
4,8,5,99,5,1,395,377,395,duplo,Norris & Verstappen
4,8,5,99,6,1,395,375,395,duplo,Norris & Verstappen
4,8,5,99,7,1,395,373,395,duplo,Norris & Verstappen
4,8,5,99,8,1,395,371,395,duplo,Norris & Verstappen
4,8,5,99,9,1,395,369,395,duplo,Norris & Verstappen
4,8,5,99,10,1,395,368,395,duplo,Norris & Verstappen
4,8,5,99,99,1,395,367,395,duplo,Norris & Verstappen
4,99,1,8,2,1,399,384,399,duplo,Norris & Verstappen
4,99,1,8,3,1,399,381,399,duplo,Norris & Verstappen
4,99,1,8,4,1,399,378,399,duplo,Norris & Verstappen
4,99,1,8,5,1,399,376,399,duplo,Norris & Verstappen
4,99,1,8,6,1,399,374,399,duplo,Norris & Verstappen
4,99,1,8,7,1,399,372,399,duplo,Norris & Verstappen
4,99,1,8,9,1,399,368,399,duplo,Norris & Verstappen
4,99,1,8,10,1,399,367,399,duplo,Norris & Verstappen
4,99,1,8,99,1,399,366,399,duplo,Norris & Verstappen
4,99,3,9,2,1,397,384,397,duplo,Norris & Verstappen
4,99,3,9,3,1,397,381,397,duplo,Norris & Verstappen
4,99,3,9,4,1,397,378,397,duplo,Norris & Verstappen
4,99,3,9,5,1,397,376,397,duplo,Norris & Verstappen
4,99,3,9,6,1,397,374,397,duplo,Norris & Verstappen
4,99,3,9,7,1,397,372,397,duplo,Norris & Verstappen
4,99,3,9,8,1,397,370,397,duplo,Norris & Verstappen
4,99,3,9,10,1,397,367,397,duplo,Norris & Verstappen
4,99,3,9,99,1,397,366,397,duplo,Norris & Verstappen
4,99,5,99,2,1,395,384,395,duplo,Norris & Verstappen
4,99,5,99,3,1,395,381,395,duplo,Norris & Verstappen
4,99,5,99,4,1,395,378,395,duplo,Norris & Verstappen
4,99,5,99,5,1,395,376,395,duplo,Norris & Verstappen
4,99,5,99,6,1,395,374,395,duplo,Norris & Verstappen
4,99,5,99,7,1,395,372,395,duplo,Norris & Verstappen
4,99,5,99,8,1,395,370,395,duplo,Norris & Verstappen
4,99,5,99,9,1,395,368,395,duplo,Norris & Verstappen
4,99,5,99,10,1,395,367,395,duplo,Norris & Verstappen
4,99,5,99,99,1,395,366,395,duplo,Norris & Verstappen
5,1,2,8,2,1,398,392,398,duplo,Norris & Verstappen
5,1,2,8,3,1,398,389,398,duplo,Norris & Verstappen
5,1,2,8,4,1,398,386,398,duplo,Norris & Verstappen
5,1,2,8,5,1,398,384,398,duplo,Norris & Verstappen
5,1,2,8,6,1,398,382,398,duplo,Norris & Verstappen
5,1,2,8,7,1,398,380,398,duplo,Norris & Verstappen
5,1,2,8,9,1,398,376,398,duplo,Norris & Verstappen
5,1,2,8,10,1,398,375,398,duplo,Norris & Verstappen
5,1,2,8,99,1,398,374,398,duplo,Norris & Verstappen
5,1,4,9,2,1,396,392,396,duplo,Norris & Verstappen
5,1,4,9,3,1,396,389,396,duplo,Norris & Verstappen
5,1,4,9,4,1,396,386,396,duplo,Norris & Verstappen
5,1,4,9,5,1,396,384,396,duplo,Norris & Verstappen
5,1,4,9,6,1,396,382,396,duplo,Norris & Verstappen
5,1,4,9,7,1,396,380,396,duplo,Norris & Verstappen
5,1,4,9,8,1,396,378,396,duplo,Norris & Verstappen
5,1,4,9,10,1,396,375,396,duplo,Norris & Verstappen
5,1,4,9,99,1,396,374,396,duplo,Norris & Verstappen
5,1,6,99,2,1,394,392,394,duplo,Norris & Verstappen
5,1,6,99,3,1,394,389,394,duplo,Norris & Verstappen
5,1,6,99,4,1,394,386,394,duplo,Norris & Verstappen
5,1,6,99,5,1,394,384,394,duplo,Norris & Verstappen
5,1,6,99,6,1,394,382,394,duplo,Norris & Verstappen
5,1,6,99,7,1,394,380,394,duplo,Norris & Verstappen
5,1,6,99,8,1,394,378,394,duplo,Norris & Verstappen
5,1,6,99,9,1,394,376,394,duplo,Norris & Verstappen
5,1,6,99,10,1,394,375,394,duplo,Norris & Verstappen
5,1,6,99,99,1,394,374,394,duplo,Norris & Verstappen
5,2,1,8,1,2,398,398,392,duplo,Norris & Piastri
5,2,1,8,1,3,398,398,389,duplo,Norris & Piastri
5,2,1,8,1,4,398,398,386,duplo,Norris & Piastri
5,2,1,8,1,5,398,398,384,duplo,Norris & Piastri
5,2,1,8,1,6,398,398,382,duplo,Norris & Piastri
5,2,1,8,1,7,398,398,380,duplo,Norris & Piastri
5,2,1,8,1,9,398,398,376,duplo,Norris & Piastri
5,2,1,8,1,10,398,398,375,duplo,Norris & Piastri
5,2,1,8,1,99,398,398,374,duplo,Norris & Piastri
5,2,3,8,1,2,398,398,390,duplo,Norris & Piastri
5,2,3,8,1,3,398,398,387,duplo,Norris & Piastri
5,2,3,8,1,4,398,398,384,duplo,Norris & Piastri
5,2,3,8,1,5,398,398,382,duplo,Norris & Piastri
5,2,3,8,1,6,398,398,380,duplo,Norris & Piastri
5,2,3,8,1,7,398,398,378,duplo,Norris & Piastri
5,2,3,8,1,9,398,398,374,duplo,Norris & Piastri
5,2,3,8,1,10,398,398,373,duplo,Norris & Piastri
5,2,3,8,1,99,398,398,372,duplo,Norris & Piastri
5,2,4,8,1,2,398,398,389,duplo,Norris & Piastri
5,2,4,8,1,3,398,398,386,duplo,Norris & Piastri
5,2,4,8,1,4,398,398,383,duplo,Norris & Piastri
5,2,4,8,1,5,398,398,381,duplo,Norris & Piastri
5,2,4,8,1,6,398,398,379,duplo,Norris & Piastri
5,2,4,8,1,7,398,398,377,duplo,Norris & Piastri
5,2,4,8,1,9,398,398,373,duplo,Norris & Piastri
5,2,4,8,1,10,398,398,372,duplo,Norris & Piastri
5,2,4,8,1,99,398,398,371,duplo,Norris & Piastri
5,2,4,9,2,1,396,391,396,duplo,Norris & Verstappen
5,2,4,9,3,1,396,388,396,duplo,Norris & Verstappen
5,2,4,9,4,1,396,385,396,duplo,Norris & Verstappen
5,2,4,9,5,1,396,383,396,duplo,Norris & Verstappen
5,2,4,9,6,1,396,381,396,duplo,Norris & Verstappen
5,2,4,9,7,1,396,379,396,duplo,Norris & Verstappen
5,2,4,9,8,1,396,377,396,duplo,Norris & Verstappen
5,2,4,9,10,1,396,374,396,duplo,Norris & Verstappen
5,2,4,9,99,1,396,373,396,duplo,Norris & Verstappen
5,2,6,8,1,2,398,398,387,duplo,Norris & Piastri
5,2,6,8,1,3,398,398,384,duplo,Norris & Piastri
5,2,6,8,1,4,398,398,381,duplo,Norris & Piastri
5,2,6,8,1,5,398,398,379,duplo,Norris & Piastri
5,2,6,8,1,6,398,398,377,duplo,Norris & Piastri
5,2,6,8,1,7,398,398,375,duplo,Norris & Piastri
5,2,6,8,1,9,398,398,371,duplo,Norris & Piastri
5,2,6,8,1,10,398,398,370,duplo,Norris & Piastri
5,2,6,8,1,99,398,398,369,duplo,Norris & Piastri
5,2,6,99,2,1,394,391,394,duplo,Norris & Verstappen
5,2,6,99,3,1,394,388,394,duplo,Norris & Verstappen
5,2,6,99,4,1,394,385,394,duplo,Norris & Verstappen
5,2,6,99,5,1,394,383,394,duplo,Norris & Verstappen
5,2,6,99,6,1,394,381,394,duplo,Norris & Verstappen
5,2,6,99,7,1,394,379,394,duplo,Norris & Verstappen
5,2,6,99,8,1,394,377,394,duplo,Norris & Verstappen
5,2,6,99,9,1,394,375,394,duplo,Norris & Verstappen
5,2,6,99,10,1,394,374,394,duplo,Norris & Verstappen
5,2,6,99,99,1,394,373,394,duplo,Norris & Verstappen
5,2,7,8,1,2,398,398,386,duplo,Norris & Piastri
5,2,7,8,1,3,398,398,383,duplo,Norris & Piastri
5,2,7,8,1,4,398,398,380,duplo,Norris & Piastri
5,2,7,8,1,5,398,398,378,duplo,Norris & Piastri
5,2,7,8,1,6,398,398,376,duplo,Norris & Piastri
5,2,7,8,1,7,398,398,374,duplo,Norris & Piastri
5,2,7,8,1,9,398,398,370,duplo,Norris & Piastri
5,2,7,8,1,10,398,398,369,duplo,Norris & Piastri
5,2,7,8,1,99,398,398,368,duplo,Norris & Piastri
5,2,8,8,1,2,398,398,385,duplo,Norris & Piastri
5,2,8,8,1,3,398,398,382,duplo,Norris & Piastri
5,2,8,8,1,4,398,398,379,duplo,Norris & Piastri
5,2,8,8,1,5,398,398,377,duplo,Norris & Piastri
5,2,8,8,1,6,398,398,375,duplo,Norris & Piastri
5,2,8,8,1,7,398,398,373,duplo,Norris & Piastri
5,2,8,8,1,9,398,398,369,duplo,Norris & Piastri
5,2,8,8,1,10,398,398,368,duplo,Norris & Piastri
5,2,8,8,1,99,398,398,367,duplo,Norris & Piastri
5,2,99,8,1,2,398,398,384,duplo,Norris & Piastri
5,2,99,8,1,3,398,398,381,duplo,Norris & Piastri
5,2,99,8,1,4,398,398,378,duplo,Norris & Piastri
5,2,99,8,1,5,398,398,376,duplo,Norris & Piastri
5,2,99,8,1,6,398,398,374,duplo,Norris & Piastri
5,2,99,8,1,7,398,398,372,duplo,Norris & Piastri
5,2,99,8,1,9,398,398,368,duplo,Norris & Piastri
5,2,99,8,1,10,398,398,367,duplo,Norris & Piastri
5,2,99,8,1,99,398,398,366,duplo,Norris & Piastri
5,3,2,8,2,1,398,390,398,duplo,Norris & Verstappen
5,3,2,8,3,1,398,387,398,duplo,Norris & Verstappen
5,3,2,8,4,1,398,384,398,duplo,Norris & Verstappen
5,3,2,8,5,1,398,382,398,duplo,Norris & Verstappen
5,3,2,8,6,1,398,380,398,duplo,Norris & Verstappen
5,3,2,8,7,1,398,378,398,duplo,Norris & Verstappen
5,3,2,8,9,1,398,374,398,duplo,Norris & Verstappen
5,3,2,8,10,1,398,373,398,duplo,Norris & Verstappen
5,3,2,8,99,1,398,372,398,duplo,Norris & Verstappen
5,3,4,9,2,1,396,390,396,duplo,Norris & Verstappen
5,3,4,9,3,1,396,387,396,duplo,Norris & Verstappen
5,3,4,9,4,1,396,384,396,duplo,Norris & Verstappen
5,3,4,9,5,1,396,382,396,duplo,Norris & Verstappen
5,3,4,9,6,1,396,380,396,duplo,Norris & Verstappen
5,3,4,9,7,1,396,378,396,duplo,Norris & Verstappen
5,3,4,9,8,1,396,376,396,duplo,Norris & Verstappen
5,3,4,9,10,1,396,373,396,duplo,Norris & Verstappen
5,3,4,9,99,1,396,372,396,duplo,Norris & Verstappen
5,3,6,99,2,1,394,390,394,duplo,Norris & Verstappen
5,3,6,99,3,1,394,387,394,duplo,Norris & Verstappen
5,3,6,99,4,1,394,384,394,duplo,Norris & Verstappen
5,3,6,99,5,1,394,382,394,duplo,Norris & Verstappen
5,3,6,99,6,1,394,380,394,duplo,Norris & Verstappen
5,3,6,99,7,1,394,378,394,duplo,Norris & Verstappen
5,3,6,99,8,1,394,376,394,duplo,Norris & Verstappen
5,3,6,99,9,1,394,374,394,duplo,Norris & Verstappen
5,3,6,99,10,1,394,373,394,duplo,Norris & Verstappen
5,3,6,99,99,1,394,372,394,duplo,Norris & Verstappen
5,4,1,9,1,2,396,396,392,duplo,Norris & Piastri
5,4,1,9,1,3,396,396,389,duplo,Norris & Piastri
5,4,1,9,1,4,396,396,386,duplo,Norris & Piastri
5,4,1,9,1,5,396,396,384,duplo,Norris & Piastri
5,4,1,9,1,6,396,396,382,duplo,Norris & Piastri
5,4,1,9,1,7,396,396,380,duplo,Norris & Piastri
5,4,1,9,1,8,396,396,378,duplo,Norris & Piastri
5,4,1,9,1,10,396,396,375,duplo,Norris & Piastri
5,4,1,9,1,99,396,396,374,duplo,Norris & Piastri
5,4,2,8,2,1,398,389,398,duplo,Norris & Verstappen
5,4,2,8,3,1,398,386,398,duplo,Norris & Verstappen
5,4,2,8,4,1,398,383,398,duplo,Norris & Verstappen
5,4,2,8,5,1,398,381,398,duplo,Norris & Verstappen
5,4,2,8,6,1,398,379,398,duplo,Norris & Verstappen
5,4,2,8,7,1,398,377,398,duplo,Norris & Verstappen
5,4,2,8,9,1,398,373,398,duplo,Norris & Verstappen
5,4,2,8,10,1,398,372,398,duplo,Norris & Verstappen
5,4,2,8,99,1,398,371,398,duplo,Norris & Verstappen
5,4,2,9,1,2,396,396,391,duplo,Norris & Piastri
5,4,2,9,1,3,396,396,388,duplo,Norris & Piastri
5,4,2,9,1,4,396,396,385,duplo,Norris & Piastri
5,4,2,9,1,5,396,396,383,duplo,Norris & Piastri
5,4,2,9,1,6,396,396,381,duplo,Norris & Piastri
5,4,2,9,1,7,396,396,379,duplo,Norris & Piastri
5,4,2,9,1,8,396,396,377,duplo,Norris & Piastri
5,4,2,9,1,10,396,396,374,duplo,Norris & Piastri
5,4,2,9,1,99,396,396,373,duplo,Norris & Piastri
5,4,3,9,1,2,396,396,390,duplo,Norris & Piastri
5,4,3,9,1,3,396,396,387,duplo,Norris & Piastri
5,4,3,9,1,4,396,396,384,duplo,Norris & Piastri
5,4,3,9,1,5,396,396,382,duplo,Norris & Piastri
5,4,3,9,1,6,396,396,380,duplo,Norris & Piastri
5,4,3,9,1,7,396,396,378,duplo,Norris & Piastri
5,4,3,9,1,8,396,396,376,duplo,Norris & Piastri
5,4,3,9,1,10,396,396,373,duplo,Norris & Piastri
5,4,3,9,1,99,396,396,372,duplo,Norris & Piastri
5,4,6,9,1,2,396,396,387,duplo,Norris & Piastri
5,4,6,9,1,3,396,396,384,duplo,Norris & Piastri
5,4,6,9,1,4,396,396,381,duplo,Norris & Piastri
5,4,6,9,1,5,396,396,379,duplo,Norris & Piastri
5,4,6,9,1,6,396,396,377,duplo,Norris & Piastri
5,4,6,9,1,7,396,396,375,duplo,Norris & Piastri
5,4,6,9,1,8,396,396,373,duplo,Norris & Piastri
5,4,6,9,1,10,396,396,370,duplo,Norris & Piastri
5,4,6,9,1,99,396,396,369,duplo,Norris & Piastri
5,4,6,99,2,1,394,389,394,duplo,Norris & Verstappen
5,4,6,99,3,1,394,386,394,duplo,Norris & Verstappen
5,4,6,99,4,1,394,383,394,duplo,Norris & Verstappen
5,4,6,99,5,1,394,381,394,duplo,Norris & Verstappen
5,4,6,99,6,1,394,379,394,duplo,Norris & Verstappen
5,4,6,99,7,1,394,377,394,duplo,Norris & Verstappen
5,4,6,99,8,1,394,375,394,duplo,Norris & Verstappen
5,4,6,99,9,1,394,373,394,duplo,Norris & Verstappen
5,4,6,99,10,1,394,372,394,duplo,Norris & Verstappen
5,4,6,99,99,1,394,371,394,duplo,Norris & Verstappen
5,4,7,9,1,2,396,396,386,duplo,Norris & Piastri
5,4,7,9,1,3,396,396,383,duplo,Norris & Piastri
5,4,7,9,1,4,396,396,380,duplo,Norris & Piastri
5,4,7,9,1,5,396,396,378,duplo,Norris & Piastri
5,4,7,9,1,6,396,396,376,duplo,Norris & Piastri
5,4,7,9,1,7,396,396,374,duplo,Norris & Piastri
5,4,7,9,1,8,396,396,372,duplo,Norris & Piastri
5,4,7,9,1,10,396,396,369,duplo,Norris & Piastri
5,4,7,9,1,99,396,396,368,duplo,Norris & Piastri
5,4,8,9,1,2,396,396,385,duplo,Norris & Piastri
5,4,8,9,1,3,396,396,382,duplo,Norris & Piastri
5,4,8,9,1,4,396,396,379,duplo,Norris & Piastri
5,4,8,9,1,5,396,396,377,duplo,Norris & Piastri
5,4,8,9,1,6,396,396,375,duplo,Norris & Piastri
5,4,8,9,1,7,396,396,373,duplo,Norris & Piastri
5,4,8,9,1,8,396,396,371,duplo,Norris & Piastri
5,4,8,9,1,10,396,396,368,duplo,Norris & Piastri
5,4,8,9,1,99,396,396,367,duplo,Norris & Piastri
5,4,99,9,1,2,396,396,384,duplo,Norris & Piastri
5,4,99,9,1,3,396,396,381,duplo,Norris & Piastri
5,4,99,9,1,4,396,396,378,duplo,Norris & Piastri
5,4,99,9,1,5,396,396,376,duplo,Norris & Piastri
5,4,99,9,1,6,396,396,374,duplo,Norris & Piastri
5,4,99,9,1,7,396,396,372,duplo,Norris & Piastri
5,4,99,9,1,8,396,396,370,duplo,Norris & Piastri
5,4,99,9,1,10,396,396,367,duplo,Norris & Piastri
5,4,99,9,1,99,396,396,366,duplo,Norris & Piastri
5,6,1,99,1,2,394,394,392,duplo,Norris & Piastri
5,6,1,99,1,3,394,394,389,duplo,Norris & Piastri
5,6,1,99,1,4,394,394,386,duplo,Norris & Piastri
5,6,1,99,1,5,394,394,384,duplo,Norris & Piastri
5,6,1,99,1,6,394,394,382,duplo,Norris & Piastri
5,6,1,99,1,7,394,394,380,duplo,Norris & Piastri
5,6,1,99,1,8,394,394,378,duplo,Norris & Piastri
5,6,1,99,1,9,394,394,376,duplo,Norris & Piastri
5,6,1,99,1,10,394,394,375,duplo,Norris & Piastri
5,6,1,99,1,99,394,394,374,duplo,Norris & Piastri
5,6,2,8,2,1,398,387,398,duplo,Norris & Verstappen
5,6,2,8,3,1,398,384,398,duplo,Norris & Verstappen
5,6,2,8,4,1,398,381,398,duplo,Norris & Verstappen
5,6,2,8,5,1,398,379,398,duplo,Norris & Verstappen
5,6,2,8,6,1,398,377,398,duplo,Norris & Verstappen
5,6,2,8,7,1,398,375,398,duplo,Norris & Verstappen
5,6,2,8,9,1,398,371,398,duplo,Norris & Verstappen
5,6,2,8,10,1,398,370,398,duplo,Norris & Verstappen
5,6,2,8,99,1,398,369,398,duplo,Norris & Verstappen
5,6,2,99,1,2,394,394,391,duplo,Norris & Piastri
5,6,2,99,1,3,394,394,388,duplo,Norris & Piastri
5,6,2,99,1,4,394,394,385,duplo,Norris & Piastri
5,6,2,99,1,5,394,394,383,duplo,Norris & Piastri
5,6,2,99,1,6,394,394,381,duplo,Norris & Piastri
5,6,2,99,1,7,394,394,379,duplo,Norris & Piastri
5,6,2,99,1,8,394,394,377,duplo,Norris & Piastri
5,6,2,99,1,9,394,394,375,duplo,Norris & Piastri
5,6,2,99,1,10,394,394,374,duplo,Norris & Piastri
5,6,2,99,1,99,394,394,373,duplo,Norris & Piastri
5,6,3,99,1,2,394,394,390,duplo,Norris & Piastri
5,6,3,99,1,3,394,394,387,duplo,Norris & Piastri
5,6,3,99,1,4,394,394,384,duplo,Norris & Piastri
5,6,3,99,1,5,394,394,382,duplo,Norris & Piastri
5,6,3,99,1,6,394,394,380,duplo,Norris & Piastri
5,6,3,99,1,7,394,394,378,duplo,Norris & Piastri
5,6,3,99,1,8,394,394,376,duplo,Norris & Piastri
5,6,3,99,1,9,394,394,374,duplo,Norris & Piastri
5,6,3,99,1,10,394,394,373,duplo,Norris & Piastri
5,6,3,99,1,99,394,394,372,duplo,Norris & Piastri
5,6,4,9,2,1,396,387,396,duplo,Norris & Verstappen
5,6,4,9,3,1,396,384,396,duplo,Norris & Verstappen
5,6,4,9,4,1,396,381,396,duplo,Norris & Verstappen
5,6,4,9,5,1,396,379,396,duplo,Norris & Verstappen
5,6,4,9,6,1,396,377,396,duplo,Norris & Verstappen
5,6,4,9,7,1,396,375,396,duplo,Norris & Verstappen
5,6,4,9,8,1,396,373,396,duplo,Norris & Verstappen
5,6,4,9,10,1,396,370,396,duplo,Norris & Verstappen
5,6,4,9,99,1,396,369,396,duplo,Norris & Verstappen
5,6,4,99,1,2,394,394,389,duplo,Norris & Piastri
5,6,4,99,1,3,394,394,386,duplo,Norris & Piastri
5,6,4,99,1,4,394,394,383,duplo,Norris & Piastri
5,6,4,99,1,5,394,394,381,duplo,Norris & Piastri
5,6,4,99,1,6,394,394,379,duplo,Norris & Piastri
5,6,4,99,1,7,394,394,377,duplo,Norris & Piastri
5,6,4,99,1,8,394,394,375,duplo,Norris & Piastri
5,6,4,99,1,9,394,394,373,duplo,Norris & Piastri
5,6,4,99,1,10,394,394,372,duplo,Norris & Piastri
5,6,4,99,1,99,394,394,371,duplo,Norris & Piastri
5,6,7,99,1,2,394,394,386,duplo,Norris & Piastri
5,6,7,99,1,3,394,394,383,duplo,Norris & Piastri
5,6,7,99,1,4,394,394,380,duplo,Norris & Piastri
5,6,7,99,1,5,394,394,378,duplo,Norris & Piastri
5,6,7,99,1,6,394,394,376,duplo,Norris & Piastri
5,6,7,99,1,7,394,394,374,duplo,Norris & Piastri
5,6,7,99,1,8,394,394,372,duplo,Norris & Piastri
5,6,7,99,1,9,394,394,370,duplo,Norris & Piastri
5,6,7,99,1,10,394,394,369,duplo,Norris & Piastri
5,6,7,99,1,99,394,394,368,duplo,Norris & Piastri
5,6,8,99,1,2,394,394,385,duplo,Norris & Piastri
5,6,8,99,1,3,394,394,382,duplo,Norris & Piastri
5,6,8,99,1,4,394,394,379,duplo,Norris & Piastri
5,6,8,99,1,5,394,394,377,duplo,Norris & Piastri
5,6,8,99,1,6,394,394,375,duplo,Norris & Piastri
5,6,8,99,1,7,394,394,373,duplo,Norris & Piastri
5,6,8,99,1,8,394,394,371,duplo,Norris & Piastri
5,6,8,99,1,9,394,394,369,duplo,Norris & Piastri
5,6,8,99,1,10,394,394,368,duplo,Norris & Piastri
5,6,8,99,1,99,394,394,367,duplo,Norris & Piastri
5,6,99,99,1,2,394,394,384,duplo,Norris & Piastri
5,6,99,99,1,3,394,394,381,duplo,Norris & Piastri
5,6,99,99,1,4,394,394,378,duplo,Norris & Piastri
5,6,99,99,1,5,394,394,376,duplo,Norris & Piastri
5,6,99,99,1,6,394,394,374,duplo,Norris & Piastri
5,6,99,99,1,7,394,394,372,duplo,Norris & Piastri
5,6,99,99,1,8,394,394,370,duplo,Norris & Piastri
5,6,99,99,1,9,394,394,368,duplo,Norris & Piastri
5,6,99,99,1,10,394,394,367,duplo,Norris & Piastri
5,6,99,99,1,99,394,394,366,duplo,Norris & Piastri
5,7,2,8,2,1,398,386,398,duplo,Norris & Verstappen
5,7,2,8,3,1,398,383,398,duplo,Norris & Verstappen
5,7,2,8,4,1,398,380,398,duplo,Norris & Verstappen
5,7,2,8,5,1,398,378,398,duplo,Norris & Verstappen
5,7,2,8,6,1,398,376,398,duplo,Norris & Verstappen
5,7,2,8,7,1,398,374,398,duplo,Norris & Verstappen
5,7,2,8,9,1,398,370,398,duplo,Norris & Verstappen
5,7,2,8,10,1,398,369,398,duplo,Norris & Verstappen
5,7,2,8,99,1,398,368,398,duplo,Norris & Verstappen
5,7,4,9,2,1,396,386,396,duplo,Norris & Verstappen
5,7,4,9,3,1,396,383,396,duplo,Norris & Verstappen
5,7,4,9,4,1,396,380,396,duplo,Norris & Verstappen
5,7,4,9,5,1,396,378,396,duplo,Norris & Verstappen
5,7,4,9,6,1,396,376,396,duplo,Norris & Verstappen
5,7,4,9,7,1,396,374,396,duplo,Norris & Verstappen
5,7,4,9,8,1,396,372,396,duplo,Norris & Verstappen
5,7,4,9,10,1,396,369,396,duplo,Norris & Verstappen
5,7,4,9,99,1,396,368,396,duplo,Norris & Verstappen
5,7,6,99,2,1,394,386,394,duplo,Norris & Verstappen
5,7,6,99,3,1,394,383,394,duplo,Norris & Verstappen
5,7,6,99,4,1,394,380,394,duplo,Norris & Verstappen
5,7,6,99,5,1,394,378,394,duplo,Norris & Verstappen
5,7,6,99,6,1,394,376,394,duplo,Norris & Verstappen
5,7,6,99,7,1,394,374,394,duplo,Norris & Verstappen
5,7,6,99,8,1,394,372,394,duplo,Norris & Verstappen
5,7,6,99,9,1,394,370,394,duplo,Norris & Verstappen
5,7,6,99,10,1,394,369,394,duplo,Norris & Verstappen
5,7,6,99,99,1,394,368,394,duplo,Norris & Verstappen
5,8,2,8,2,1,398,385,398,duplo,Norris & Verstappen
5,8,2,8,3,1,398,382,398,duplo,Norris & Verstappen
