sprint_norris,sprint_piastri,sprint_verstappen,corrida_norris,corrida_piastri,corrida_verstappen,pts_norris,pts_piastri,pts_verstappen,ganhos_norris,ganhos_piastri,ganhos_verstappen,pontos_empate,tipo_empate,pilotos_empatados
5,2,3,8,1,99,398,398,372,8,32,6,398,duplo,Norris & Piastri
5,2,4,8,1,2,398,398,389,8,32,23,398,duplo,Norris & Piastri
5,2,4,8,1,3,398,398,386,8,32,20,398,duplo,Norris & Piastri
5,2,4,8,1,4,398,398,383,8,32,17,398,duplo,Norris & Piastri
5,2,4,8,1,5,398,398,381,8,32,15,398,duplo,Norris & Piastri
5,2,4,8,1,6,398,398,379,8,32,13,398,duplo,Norris & Piastri
5,2,4,8,1,7,398,398,377,8,32,11,398,duplo,Norris & Piastri
5,2,4,8,1,9,398,398,373,8,32,7,398,duplo,Norris & Piastri
5,2,4,8,1,10,398,398,372,8,32,6,398,duplo,Norris & Piastri
5,2,4,8,1,99,398,398,371,8,32,5,398,duplo,Norris & Piastri
5,2,4,9,2,1,396,391,396,6,25,30,396,duplo,Norris & Verstappen
5,2,4,9,3,1,396,388,396,6,22,30,396,duplo,Norris & Verstappen
5,2,4,9,4,1,396,385,396,6,19,30,396,duplo,Norris & Verstappen
5,2,4,9,5,1,396,383,396,6,17,30,396,duplo,Norris & Verstappen
5,2,4,9,6,1,396,381,396,6,15,30,396,duplo,Norris & Verstappen
5,2,4,9,7,1,396,379,396,6,13,30,396,duplo,Norris & Verstappen
5,2,4,9,8,1,396,377,396,6,11,30,396,duplo,Norris & Verstappen
5,2,4,9,10,1,396,374,396,6,8,30,396,duplo,Norris & Verstappen
5,2,4,9,99,1,396,373,396,6,7,30,396,duplo,Norris & Verstappen
5,2,6,8,1,2,398,398,387,8,32,21,398,duplo,Norris & Piastri
5,2,6,8,1,3,398,398,384,8,32,18,398,duplo,Norris & Piastri
5,2,6,8,1,4,398,398,381,8,32,15,398,duplo,Norris & Piastri
5,2,6,8,1,5,398,398,379,8,32,13,398,duplo,Norris & Piastri
5,2,6,8,1,6,398,398,377,8,32,11,398,duplo,Norris & Piastri
5,2,6,8,1,7,398,398,375,8,32,9,398,duplo,Norris & Piastri
5,2,6,8,1,9,398,398,371,8,32,5,398,duplo,Norris & Piastri
5,2,6,8,1,10,398,398,370,8,32,4,398,duplo,Norris & Piastri
5,2,6,8,1,99,398,398,369,8,32,3,398,duplo,Norris & Piastri
5,2,6,99,2,1,394,391,394,4,25,28,394,duplo,Norris & Verstappen
5,2,6,99,3,1,394,388,394,4,22,28,394,duplo,Norris & Verstappen
5,2,6,99,4,1,394,385,394,4,19,28,394,duplo,Norris & Verstappen
5,2,6,99,5,1,394,383,394,4,17,28,394,duplo,Norris & Verstappen
5,2,6,99,6,1,394,381,394,4,15,28,394,duplo,Norris & Verstappen
5,2,6,99,7,1,394,379,394,4,13,28,394,duplo,Norris & Verstappen
5,2,6,99,8,1,394,377,394,4,11,28,394,duplo,Norris & Verstappen
5,2,6,99,9,1,394,375,394,4,9,28,394,duplo,Norris & Verstappen
5,2,6,99,10,1,394,374,394,4,8,28,394,duplo,Norris & Verstappen
5,2,6,99,99,1,394,373,394,4,7,28,394,duplo,Norris & Verstappen
5,2,7,8,1,2,398,398,386,8,32,20,398,duplo,Norris & Piastri
5,2,7,8,1,3,398,398,383,8,32,17,398,duplo,Norris & Piastri
5,2,7,8,1,4,398,398,380,8,32,14,398,duplo,Norris & Piastri
5,2,7,8,1,5,398,398,378,8,32,12,398,duplo,Norris & Piastri
5,2,7,8,1,6,398,398,376,8,32,10,398,duplo,Norris & Piastri
5,2,7,8,1,7,398,398,374,8,32,8,398,duplo,Norris & Piastri
5,2,7,8,1,9,398,398,370,8,32,4,398,duplo,Norris & Piastri
5,2,7,8,1,10,398,398,369,8,32,3,398,duplo,Norris & Piastri
5,2,7,8,1,99,398,398,368,8,32,2,398,duplo,Norris & Piastri
5,2,8,8,1,2,398,398,385,8,32,19,398,duplo,Norris & Piastri
5,2,8,8,1,3,398,398,382,8,32,16,398,duplo,Norris & Piastri
5,2,8,8,1,4,398,398,379,8,32,13,398,duplo,Norris & Piastri
5,2,8,8,1,5,398,398,377,8,32,11,398,duplo,Norris & Piastri
5,2,8,8,1,6,398,398,375,8,32,9,398,duplo,Norris & Piastri
5,2,8,8,1,7,398,398,373,8,32,7,398,duplo,Norris & Piastri
5,2,8,8,1,9,398,398,369,8,32,3,398,duplo,Norris & Piastri
5,2,8,8,1,10,398,398,368,8,32,2,398,duplo,Norris & Piastri
5,2,8,8,1,99,398,398,367,8,32,1,398,duplo,Norris & Piastri
5,2,99,8,1,2,398,398,384,8,32,18,398,duplo,Norris & Piastri
5,2,99,8,1,3,398,398,381,8,32,15,398,duplo,Norris & Piastri
5,2,99,8,1,4,398,398,378,8,32,12,398,duplo,Norris & Piastri
5,2,99,8,1,5,398,398,376,8,32,10,398,duplo,Norris & Piastri
5,2,99,8,1,6,398,398,374,8,32,8,398,duplo,Norris & Piastri
5,2,99,8,1,7,398,398,372,8,32,6,398,duplo,Norris & Piastri
5,2,99,8,1,9,398,398,368,8,32,2,398,duplo,Norris & Piastri
5,2,99,8,1,10,398,398,367,8,32,1,398,duplo,Norris & Piastri
5,2,99,8,1,99,398,398,366,8,32,0,398,duplo,Norris & Piastri
5,3,2,8,2,1,398,390,398,8,24,32,398,duplo,Norris & Verstappen
5,3,2,8,3,1,398,387,398,8,21,32,398,duplo,Norris & Verstappen
5,3,2,8,4,1,398,384,398,8,18,32,398,duplo,Norris & Verstappen
5,3,2,8,5,1,398,382,398,8,16,32,398,duplo,Norris & Verstappen
5,3,2,8,6,1,398,380,398,8,14,32,398,duplo,Norris & Verstappen
5,3,2,8,7,1,398,378,398,8,12,32,398,duplo,Norris & Verstappen
5,3,2,8,9,1,398,374,398,8,8,32,398,duplo,Norris & Verstappen
5,3,2,8,10,1,398,373,398,8,7,32,398,duplo,Norris & Verstappen
5,3,2,8,99,1,398,372,398,8,6,32,398,duplo,Norris & Verstappen
5,3,4,9,2,1,396,390,396,6,24,30,396,duplo,Norris & Verstappen
5,3,4,9,3,1,396,387,396,6,21,30,396,duplo,Norris & Verstappen
5,3,4,9,4,1,396,384,396,6,18,30,396,duplo,Norris & Verstappen
5,3,4,9,5,1,396,382,396,6,16,30,396,duplo,Norris & Verstappen
5,3,4,9,6,1,396,380,396,6,14,30,396,duplo,Norris & Verstappen
5,3,4,9,7,1,396,378,396,6,12,30,396,duplo,Norris & Verstappen
5,3,4,9,8,1,396,376,396,6,10,30,396,duplo,Norris & Verstappen
5,3,4,9,10,1,396,373,396,6,7,30,396,duplo,Norris & Verstappen
5,3,4,9,99,1,396,372,396,6,6,30,396,duplo,Norris & Verstappen
5,3,6,99,2,1,394,390,394,4,24,28,394,duplo,Norris & Verstappen
5,3,6,99,3,1,394,387,394,4,21,28,394,duplo,Norris & Verstappen
5,3,6,99,4,1,394,384,394,4,18,28,394,duplo,Norris & Verstappen
5,3,6,99,5,1,394,382,394,4,16,28,394,duplo,Norris & Verstappen
5,3,6,99,6,1,394,380,394,4,14,28,394,duplo,Norris & Verstappen
5,3,6,99,7,1,394,378,394,4,12,28,394,duplo,Norris & Verstappen
5,3,6,99,8,1,394,376,394,4,10,28,394,duplo,Norris & Verstappen
5,3,6,99,9,1,394,374,394,4,8,28,394,duplo,Norris & Verstappen
5,3,6,99,10,1,394,373,394,4,7,28,394,duplo,Norris & Verstappen
5,3,6,99,99,1,394,372,394,4,6,28,394,duplo,Norris & Verstappen
5,4,1,9,1,2,396,396,392,6,30,26,396,duplo,Norris & Piastri
5,4,1,9,1,3,396,396,389,6,30,23,396,duplo,Norris & Piastri
5,4,1,9,1,4,396,396,386,6,30,20,396,duplo,Norris & Piastri
5,4,1,9,1,5,396,396,384,6,30,18,396,duplo,Norris & Piastri
5,4,1,9,1,6,396,396,382,6,30,16,396,duplo,Norris & Piastri
5,4,1,9,1,7,396,396,380,6,30,14,396,duplo,Norris & Piastri
5,4,1,9,1,8,396,396,378,6,30,12,396,duplo,Norris & Piastri
5,4,1,9,1,10,396,396,375,6,30,9,396,duplo,Norris & Piastri
5,4,1,9,1,99,396,396,374,6,30,8,396,duplo,Norris & Piastri
5,4,2,8,2,1,398,389,398,8,23,32,398,duplo,Norris & Verstappen
5,4,2,8,3,1,398,386,398,8,20,32,398,duplo,Norris & Verstappen
5,4,2,8,4,1,398,383,398,8,17,32,398,duplo,Norris & Verstappen
5,4,2,8,5,1,398,381,398,8,15,32,398,duplo,Norris & Verstappen
5,4,2,8,6,1,398,379,398,8,13,32,398,duplo,Norris & Verstappen
5,4,2,8,7,1,398,377,398,8,11,32,398,duplo,Norris & Verstappen
5,4,2,8,9,1,398,373,398,8,7,32,398,duplo,Norris & Verstappen
5,4,2,8,10,1,398,372,398,8,6,32,398,duplo,Norris & Verstappen
5,4,2,8,99,1,398,371,398,8,5,32,398,duplo,Norris & Verstappen
5,4,2,9,1,2,396,396,391,6,30,25,396,duplo,Norris & Piastri
5,4,2,9,1,3,396,396,388,6,30,22,396,duplo,Norris & Piastri
5,4,2,9,1,4,396,396,385,6,30,19,396,duplo,Norris & Piastri
5,4,2,9,1,5,396,396,383,6,30,17,396,duplo,Norris & Piastri
5,4,2,9,1,6,396,396,381,6,30,15,396,duplo,Norris & Piastri
5,4,2,9,1,7,396,396,379,6,30,13,396,duplo,Norris & Piastri
5,4,2,9,1,8,396,396,377,6,30,11,396,duplo,Norris & Piastri
5,4,2,9,1,10,396,396,374,6,30,8,396,duplo,Norris & Piastri
5,4,2,9,1,99,396,396,373,6,30,7,396,duplo,Norris & Piastri
5,4,3,9,1,2,396,396,390,6,30,24,396,duplo,Norris & Piastri
5,4,3,9,1,3,396,396,387,6,30,21,396,duplo,Norris & Piastri
5,4,3,9,1,4,396,396,384,6,30,18,396,duplo,Norris & Piastri
5,4,3,9,1,5,396,396,382,6,30,16,396,duplo,Norris & Piastri
5,4,3,9,1,6,396,396,380,6,30,14,396,duplo,Norris & Piastri
5,4,3,9,1,7,396,396,378,6,30,12,396,duplo,Norris & Piastri
5,4,3,9,1,8,396,396,376,6,30,10,396,duplo,Norris & Piastri
5,4,3,9,1,10,396,396,373,6,30,7,396,duplo,Norris & Piastri
5,4,3,9,1,99,396,396,372,6,30,6,396,duplo,Norris & Piastri
5,4,6,9,1,2,396,396,387,6,30,21,396,duplo,Norris & Piastri
5,4,6,9,1,3,396,396,384,6,30,18,396,duplo,Norris & Piastri
5,4,6,9,1,4,396,396,381,6,30,15,396,duplo,Norris & Piastri
5,4,6,9,1,5,396,396,379,6,30,13,396,duplo,Norris & Piastri
5,4,6,9,1,6,396,396,377,6,30,11,396,duplo,Norris & Piastri
5,4,6,9,1,7,396,396,375,6,30,9,396,duplo,Norris & Piastri
5,4,6,9,1,8,396,396,373,6,30,7,396,duplo,Norris & Piastri
5,4,6,9,1,10,396,396,370,6,30,4,396,duplo,Norris & Piastri
5,4,6,9,1,99,396,396,369,6,30,3,396,duplo,Norris & Piastri
5,4,6,99,2,1,394,389,394,4,23,28,394,duplo,Norris & Verstappen
5,4,6,99,3,1,394,386,394,4,20,28,394,duplo,Norris & Verstappen
5,4,6,99,4,1,394,383,394,4,17,28,394,duplo,Norris & Verstappen
5,4,6,99,5,1,394,381,394,4,15,28,394,duplo,Norris & Verstappen
5,4,6,99,6,1,394,379,394,4,13,28,394,duplo,Norris & Verstappen
5,4,6,99,7,1,394,377,394,4,11,28,394,duplo,Norris & Verstappen
5,4,6,99,8,1,394,375,394,4,9,28,394,duplo,Norris & Verstappen
5,4,6,99,9,1,394,373,394,4,7,28,394,duplo,Norris & Verstappen
5,4,6,99,10,1,394,372,394,4,6,28,394,duplo,Norris & Verstappen
5,4,6,99,99,1,394,371,394,4,5,28,394,duplo,Norris & Verstappen
5,4,7,9,1,2,396,396,386,6,30,20,396,duplo,Norris & Piastri
5,4,7,9,1,3,396,396,383,6,30,17,396,duplo,Norris & Piastri
5,4,7,9,1,4,396,396,380,6,30,14,396,duplo,Norris & Piastri
5,4,7,9,1,5,396,396,378,6,30,12,396,duplo,Norris & Piastri
5,4,7,9,1,6,396,396,376,6,30,10,396,duplo,Norris & Piastri
5,4,7,9,1,7,396,396,374,6,30,8,396,duplo,Norris & Piastri
5,4,7,9,1,8,396,396,372,6,30,6,396,duplo,Norris & Piastri
5,4,7,9,1,10,396,396,369,6,30,3,396,duplo,Norris & Piastri
5,4,7,9,1,99,396,396,368,6,30,2,396,duplo,Norris & Piastri
5,4,8,9,1,2,396,396,385,6,30,19,396,duplo,Norris & Piastri
5,4,8,9,1,3,396,396,382,6,30,16,396,duplo,Norris & Piastri
5,4,8,9,1,4,396,396,379,6,30,13,396,duplo,Norris & Piastri
5,4,8,9,1,5,396,396,377,6,30,11,396,duplo,Norris & Piastri
5,4,8,9,1,6,396,396,375,6,30,9,396,duplo,Norris & Piastri
5,4,8,9,1,7,396,396,373,6,30,7,396,duplo,Norris & Piastri
5,4,8,9,1,8,396,396,371,6,30,5,396,duplo,Norris & Piastri
5,4,8,9,1,10,396,396,368,6,30,2,396,duplo,Norris & Piastri
5,4,8,9,1,99,396,396,367,6,30,1,396,duplo,Norris & Piastri
5,4,99,9,1,2,396,396,384,6,30,18,396,duplo,Norris & Piastri
5,4,99,9,1,3,396,396,381,6,30,15,396,duplo,Norris & Piastri
5,4,99,9,1,4,396,396,378,6,30,12,396,duplo,Norris & Piastri
5,4,99,9,1,5,396,396,376,6,30,10,396,duplo,Norris & Piastri
5,4,99,9,1,6,396,396,374,6,30,8,396,duplo,Norris & Piastri
5,4,99,9,1,7,396,396,372,6,30,6,396,duplo,Norris & Piastri
5,4,99,9,1,8,396,396,370,6,30,4,396,duplo,Norris & Piastri
5,4,99,9,1,10,396,396,367,6,30,1,396,duplo,Norris & Piastri
5,4,99,9,1,99,396,396,366,6,30,0,396,duplo,Norris & Piastri
5,6,1,99,1,2,394,394,392,4,28,26,394,duplo,Norris & Piastri
5,6,1,99,1,3,394,394,389,4,28,23,394,duplo,Norris & Piastri
5,6,1,99,1,4,394,394,386,4,28,20,394,duplo,Norris & Piastri
5,6,1,99,1,5,394,394,384,4,28,18,394,duplo,Norris & Piastri
5,6,1,99,1,6,394,394,382,4,28,16,394,duplo,Norris & Piastri
5,6,1,99,1,7,394,394,380,4,28,14,394,duplo,Norris & Piastri
5,6,1,99,1,8,394,394,378,4,28,12,394,duplo,Norris & Piastri
5,6,1,99,1,9,394,394,376,4,28,10,394,duplo,Norris & Piastri
5,6,1,99,1,10,394,394,375,4,28,9,394,duplo,Norris & Piastri
5,6,1,99,1,99,394,394,374,4,28,8,394,duplo,Norris & Piastri
5,6,2,8,2,1,398,387,398,8,21,32,398,duplo,Norris & Verstappen
5,6,2,8,3,1,398,384,398,8,18,32,398,duplo,Norris & Verstappen
5,6,2,8,4,1,398,381,398,8,15,32,398,duplo,Norris & Verstappen
5,6,2,8,5,1,398,379,398,8,13,32,398,duplo,Norris & Verstappen
5,6,2,8,6,1,398,377,398,8,11,32,398,duplo,Norris & Verstappen
5,6,2,8,7,1,398,375,398,8,9,32,398,duplo,Norris & Verstappen
5,6,2,8,9,1,398,371,398,8,5,32,398,duplo,Norris & Verstappen
5,6,2,8,10,1,398,370,398,8,4,32,398,duplo,Norris & Verstappen
5,6,2,8,99,1,398,369,398,8,3,32,398,duplo,Norris & Verstappen
5,6,2,99,1,2,394,394,391,4,28,25,394,duplo,Norris & Piastri
5,6,2,99,1,3,394,394,388,4,28,22,394,duplo,Norris & Piastri
5,6,2,99,1,4,394,394,385,4,28,19,394,duplo,Norris & Piastri
5,6,2,99,1,5,394,394,383,4,28,17,394,duplo,Norris & Piastri
5,6,2,99,1,6,394,394,381,4,28,15,394,duplo,Norris & Piastri
5,6,2,99,1,7,394,394,379,4,28,13,394,duplo,Norris & Piastri
5,6,2,99,1,8,394,394,377,4,28,11,394,duplo,Norris & Piastri
5,6,2,99,1,9,394,394,375,4,28,9,394,duplo,Norris & Piastri
5,6,2,99,1,10,394,394,374,4,28,8,394,duplo,Norris & Piastri
5,6,2,99,1,99,394,394,373,4,28,7,394,duplo,Norris & Piastri
5,6,3,99,1,2,394,394,390,4,28,24,394,duplo,Norris & Piastri
5,6,3,99,1,3,394,394,387,4,28,21,394,duplo,Norris & Piastri
5,6,3,99,1,4,394,394,384,4,28,18,394,duplo,Norris & Piastri
5,6,3,99,1,5,394,394,382,4,28,16,394,duplo,Norris & Piastri
5,6,3,99,1,6,394,394,380,4,28,14,394,duplo,Norris & Piastri
5,6,3,99,1,7,394,394,378,4,28,12,394,duplo,Norris & Piastri
5,6,3,99,1,8,394,394,376,4,28,10,394,duplo,Norris & Piastri
5,6,3,99,1,9,394,394,374,4,28,8,394,duplo,Norris & Piastri
5,6,3,99,1,10,394,394,373,4,28,7,394,duplo,Norris & Piastri
5,6,3,99,1,99,394,394,372,4,28,6,394,duplo,Norris & Piastri
5,6,4,9,2,1,396,387,396,6,21,30,396,duplo,Norris & Verstappen
5,6,4,9,3,1,396,384,396,6,18,30,396,duplo,Norris & Verstappen
5,6,4,9,4,1,396,381,396,6,15,30,396,duplo,Norris & Verstappen
5,6,4,9,5,1,396,379,396,6,13,30,396,duplo,Norris & Verstappen
5,6,4,9,6,1,396,377,396,6,11,30,396,duplo,Norris & Verstappen
5,6,4,9,7,1,396,375,396,6,9,30,396,duplo,Norris & Verstappen
5,6,4,9,8,1,396,373,396,6,7,30,396,duplo,Norris & Verstappen
5,6,4,9,10,1,396,370,396,6,4,30,396,duplo,Norris & Verstappen
5,6,4,9,99,1,396,369,396,6,3,30,396,duplo,Norris & Verstappen
5,6,4,99,1,2,394,394,389,4,28,23,394,duplo,Norris & Piastri
5,6,4,99,1,3,394,394,386,4,28,20,394,duplo,Norris & Piastri
5,6,4,99,1,4,394,394,383,4,28,17,394,duplo,Norris & Piastri
5,6,4,99,1,5,394,394,381,4,28,15,394,duplo,Norris & Piastri
5,6,4,99,1,6,394,394,379,4,28,13,394,duplo,Norris & Piastri
5,6,4,99,1,7,394,394,377,4,28,11,394,duplo,Norris & Piastri
5,6,4,99,1,8,394,394,375,4,28,9,394,duplo,Norris & Piastri
5,6,4,99,1,9,394,394,373,4,28,7,394,duplo,Norris & Piastri
5,6,4,99,1,10,394,394,372,4,28,6,394,duplo,Norris & Piastri
5,6,4,99,1,99,394,394,371,4,28,5,394,duplo,Norris & Piastri
5,6,7,99,1,2,394,394,386,4,28,20,394,duplo,Norris & Piastri
5,6,7,99,1,3,394,394,383,4,28,17,394,duplo,Norris & Piastri
5,6,7,99,1,4,394,394,380,4,28,14,394,duplo,Norris & Piastri
5,6,7,99,1,5,394,394,378,4,28,12,394,duplo,Norris & Piastri
5,6,7,99,1,6,394,394,376,4,28,10,394,duplo,Norris & Piastri
5,6,7,99,1,7,394,394,374,4,28,8,394,duplo,Norris & Piastri
5,6,7,99,1,8,394,394,372,4,28,6,394,duplo,Norris & Piastri
5,6,7,99,1,9,394,394,370,4,28,4,394,duplo,Norris & Piastri
5,6,7,99,1,10,394,394,369,4,28,3,394,duplo,Norris & Piastri
5,6,7,99,1,99,394,394,368,4,28,2,394,duplo,Norris & Piastri
5,6,8,99,1,2,394,394,385,4,28,19,394,duplo,Norris & Piastri
5,6,8,99,1,3,394,394,382,4,28,16,394,duplo,Norris & Piastri
5,6,8,99,1,4,394,394,379,4,28,13,394,duplo,Norris & Piastri
5,6,8,99,1,5,394,394,377,4,28,11,394,duplo,Norris & Piastri
5,6,8,99,1,6,394,394,375,4,28,9,394,duplo,Norris & Piastri
5,6,8,99,1,7,394,394,373,4,28,7,394,duplo,Norris & Piastri
5,6,8,99,1,8,394,394,371,4,28,5,394,duplo,Norris & Piastri
5,6,8,99,1,9,394,394,369,4,28,3,394,duplo,Norris & Piastri
5,6,8,99,1,10,394,394,368,4,28,2,394,duplo,Norris & Piastri
5,6,8,99,1,99,394,394,367,4,28,1,394,duplo,Norris & Piastri
5,6,99,99,1,2,394,394,384,4,28,18,394,duplo,Norris & Piastri
5,6,99,99,1,3,394,394,381,4,28,15,394,duplo,Norris & Piastri
5,6,99,99,1,4,394,394,378,4,28,12,394,duplo,Norris & Piastri
5,6,99,99,1,5,394,394,376,4,28,10,394,duplo,Norris & Piastri
5,6,99,99,1,6,394,394,374,4,28,8,394,duplo,Norris & Piastri
5,6,99,99,1,7,394,394,372,4,28,6,394,duplo,Norris & Piastri
5,6,99,99,1,8,394,394,370,4,28,4,394,duplo,Norris & Piastri
5,6,99,99,1,9,394,394,368,4,28,2,394,duplo,Norris & Piastri
5,6,99,99,1,10,394,394,367,4,28,1,394,duplo,Norris & Piastri
5,6,99,99,1,99,394,394,366,4,28,0,394,duplo,Norris & Piastri
5,7,2,8,2,1,398,386,398,8,20,32,398,duplo,Norris & Verstappen
5,7,2,8,3,1,398,383,398,8,17,32,398,duplo,Norris & Verstappen
5,7,2,8,4,1,398,380,398,8,14,32,398,duplo,Norris & Verstappen
5,7,2,8,5,1,398,378,398,8,12,32,398,duplo,Norris & Verstappen
5,7,2,8,6,1,398,376,398,8,10,32,398,duplo,Norris & Verstappen
5,7,2,8,7,1,398,374,398,8,8,32,398,duplo,Norris & Verstappen
5,7,2,8,9,1,398,370,398,8,4,32,398,duplo,Norris & Verstappen
5,7,2,8,10,1,398,369,398,8,3,32,398,duplo,Norris & Verstappen
5,7,2,8,99,1,398,368,398,8,2,32,398,duplo,Norris & Verstappen
5,7,4,9,2,1,396,386,396,6,20,30,396,duplo,Norris & Verstappen
5,7,4,9,3,1,396,383,396,6,17,30,396,duplo,Norris & Verstappen
5,7,4,9,4,1,396,380,396,6,14,30,396,duplo,Norris & Verstappen
5,7,4,9,5,1,396,378,396,6,12,30,396,duplo,Norris & Verstappen
5,7,4,9,6,1,396,376,396,6,10,30,396,duplo,Norris & Verstappen
5,7,4,9,7,1,396,374,396,6,8,30,396,duplo,Norris & Verstappen
5,7,4,9,8,1,396,372,396,6,6,30,396,duplo,Norris & Verstappen
5,7,4,9,10,1,396,369,396,6,3,30,396,duplo,Norris & Verstappen
5,7,4,9,99,1,396,368,396,6,2,30,396,duplo,Norris & Verstappen
5,7,6,99,2,1,394,386,394,4,20,28,394,duplo,Norris & Verstappen
5,7,6,99,3,1,394,383,394,4,17,28,394,duplo,Norris & Verstappen
5,7,6,99,4,1,394,380,394,4,14,28,394,duplo,Norris & Verstappen
5,7,6,99,5,1,394,378,394,4,12,28,394,duplo,Norris & Verstappen
5,7,6,99,6,1,394,376,394,4,10,28,394,duplo,Norris & Verstappen
5,7,6,99,7,1,394,374,394,4,8,28,394,duplo,Norris & Verstappen
5,7,6,99,8,1,394,372,394,4,6,28,394,duplo,Norris & Verstappen
5,7,6,99,9,1,394,370,394,4,4,28,394,duplo,Norris & Verstappen
5,7,6,99,10,1,394,369,394,4,3,28,394,duplo,Norris & Verstappen
5,7,6,99,99,1,394,368,394,4,2,28,394,duplo,Norris & Verstappen
5,8,2,8,2,1,398,385,398,8,19,32,398,duplo,Norris & Verstappen
5,8,2,8,3,1,398,382,398,8,16,32,398,duplo,Norris & Verstappen
5,8,2,8,4,1,398,379,398,8,13,32,398,duplo,Norris & Verstappen
5,8,2,8,5,1,398,377,398,8,11,32,398,duplo,Norris & Verstappen
5,8,2,8,6,1,398,375,398,8,9,32,398,duplo,Norris & Verstappen
5,8,2,8,7,1,398,373,398,8,7,32,398,duplo,Norris & Verstappen
5,8,2,8,9,1,398,369,398,8,3,32,398,duplo,Norris & Verstappen
5,8,2,8,10,1,398,368,398,8,2,32,398,duplo,Norris & Verstappen
5,8,2,8,99,1,398,367,398,8,1,32,398,duplo,Norris & Verstappen
5,8,4,9,2,1,396,385,396,6,19,30,396,duplo,Norris & Verstappen
5,8,4,9,3,1,396,382,396,6,16,30,396,duplo,Norris & Verstappen
5,8,4,9,4,1,396,379,396,6,13,30,396,duplo,Norris & Verstappen
5,8,4,9,5,1,396,377,396,6,11,30,396,duplo,Norris & Verstappen
5,8,4,9,6,1,396,375,396,6,9,30,396,duplo,Norris & Verstappen
5,8,4,9,7,1,396,373,396,6,7,30,396,duplo,Norris & Verstappen
5,8,4,9,8,1,396,371,396,6,5,30,396,duplo,Norris & Verstappen
5,8,4,9,10,1,396,368,396,6,2,30,396,duplo,Norris & Verstappen
5,8,4,9,99,1,396,367,396,6,1,30,396,duplo,Norris & Verstappen
5,8,6,99,2,1,394,385,394,4,19,28,394,duplo,Norris & Verstappen
5,8,6,99,3,1,394,382,394,4,16,28,394,duplo,Norris & Verstappen
5,8,6,99,4,1,394,379,394,4,13,28,394,duplo,Norris & Verstappen
5,8,6,99,5,1,394,377,394,4,11,28,394,duplo,Norris & Verstappen
5,8,6,99,6,1,394,375,394,4,9,28,394,duplo,Norris & Verstappen
5,8,6,99,7,1,394,373,394,4,7,28,394,duplo,Norris & Verstappen
5,8,6,99,8,1,394,371,394,4,5,28,394,duplo,Norris & Verstappen
5,8,6,99,9,1,394,369,394,4,3,28,394,duplo,Norris & Verstappen
5,8,6,99,10,1,394,368,394,4,2,28,394,duplo,Norris & Verstappen
5,8,6,99,99,1,394,367,394,4,1,28,394,duplo,Norris & Verstappen
5,99,2,8,2,1,398,384,398,8,18,32,398,duplo,Norris & Verstappen
5,99,2,8,3,1,398,381,398,8,15,32,398,duplo,Norris & Verstappen
5,99,2,8,4,1,398,378,398,8,12,32,398,duplo,Norris & Verstappen
5,99,2,8,5,1,398,376,398,8,10,32,398,duplo,Norris & Verstappen
5,99,2,8,6,1,398,374,398,8,8,32,398,duplo,Norris & Verstappen
5,99,2,8,7,1,398,372,398,8,6,32,398,duplo,Norris & Verstappen
5,99,2,8,9,1,398,368,398,8,2,32,398,duplo,Norris & Verstappen
5,99,2,8,10,1,398,367,398,8,1,32,398,duplo,Norris & Verstappen
5,99,2,8,99,1,398,366,398,8,0,32,398,duplo,Norris & Verstappen
5,99,4,9,2,1,396,384,396,6,18,30,396,duplo,Norris & Verstappen
5,99,4,9,3,1,396,381,396,6,15,30,396,duplo,Norris & Verstappen
5,99,4,9,4,1,396,378,396,6,12,30,396,duplo,Norris & Verstappen
5,99,4,9,5,1,396,376,396,6,10,30,396,duplo,Norris & Verstappen
5,99,4,9,6,1,396,374,396,6,8,30,396,duplo,Norris & Verstappen
5,99,4,9,7,1,396,372,396,6,6,30,396,duplo,Norris & Verstappen
5,99,4,9,8,1,396,370,396,6,4,30,396,duplo,Norris & Verstappen
5,99,4,9,10,1,396,367,396,6,1,30,396,duplo,Norris & Verstappen
5,99,4,9,99,1,396,366,396,6,0,30,396,duplo,Norris & Verstappen
5,99,6,99,2,1,394,384,394,4,18,28,394,duplo,Norris & Verstappen
5,99,6,99,3,1,394,381,394,4,15,28,394,duplo,Norris & Verstappen
5,99,6,99,4,1,394,378,394,4,12,28,394,duplo,Norris & Verstappen
5,99,6,99,5,1,394,376,394,4,10,28,394,duplo,Norris & Verstappen
5,99,6,99,6,1,394,374,394,4,8,28,394,duplo,Norris & Verstappen
5,99,6,99,7,1,394,372,394,4,6,28,394,duplo,Norris & Verstappen
5,99,6,99,8,1,394,370,394,4,4,28,394,duplo,Norris & Verstappen
5,99,6,99,9,1,394,368,394,4,2,28,394,duplo,Norris & Verstappen
5,99,6,99,10,1,394,367,394,4,1,28,394,duplo,Norris & Verstappen
5,99,6,99,99,1,394,366,394,4,0,28,394,duplo,Norris & Verstappen
6,1,2,7,1,2,399,399,391,9,33,25,399,duplo,Norris & Piastri
6,1,2,7,1,3,399,399,388,9,33,22,399,duplo,Norris & Piastri
6,1,2,7,1,4,399,399,385,9,33,19,399,duplo,Norris & Piastri
6,1,2,7,1,5,399,399,383,9,33,17,399,duplo,Norris & Piastri
